CardSet,CardNumber,Rarity,CMC,Rating,Guild,CardName,ManaCost,Type,Bomb,Removal,CombatTrick,Evasive,Counter,CardDraw,ManaFixing,ImageURL
RNA,147,Uncommon,2,1,NULL,Tower Defense,{1}{G},Instant,0,0,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457291&type=card
RNA,148,Uncommon,5,3.5,NULL,Trollbred Guardian,{4}{G},Creature - Troll Frog Warrior,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457292&type=card
RNA,149,Uncommon,4,5,NULL,Wilderness Reclamation,{3}{G},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457293&type=card
RNA,150,Common,7,2,NULL,Wrecking Beast,{5}{G}{G},Creature - Beast,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457294&type=card
RNA,151,Rare,3,2,NULL,Absorb,{W}{U}{U},Instant,0,0,0,0,1,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457295&type=card
RNA,152,Common,3,3,Simic,Aeromunculus,{1}{G}{U},Creature - Homunculus Mutant,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457296&type=card
RNA,153,Common,2,3,NULL,Applied Biomancy,{G}{U},Instant,0,0,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457297&type=card
RNA,154,Common,5,3,Azorius,Azorius Knight-Arbiter,{3}{W}{U},Creature - Human Knight,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457298&type=card
RNA,155,Uncommon,6,3.5,Azorius,Azorius Skyguard,{4}{W}{U},Creature - Human Knight,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457299&type=card
RNA,156,Uncommon,4,3.5,NULL,Basilica Bell-Haunt,{W}{W}{B}{B},Creature - Spirit,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457300&type=card
RNA,157,Rare,3,3.5,NULL,Bedevil,{B}{B}{R},Instant,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457301&type=card
RNA,158,Rare,2,2,NULL,Biomancer's Familiar,{G}{U},Creature - Mutant,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457302&type=card
RNA,159,Uncommon,5,3.5,NULL,Bolrac-Clan Crusher,{3}{R}{G},Creature - Ogre Warrior,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457303&type=card
RNA,160,Mythic,7,2.5,NULL,Captive Audience,{5}{B}{R},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457304&type=card
RNA,161,Rare,2,1,NULL,Cindervines,{R}{G},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457305&type=card
RNA,162,Uncommon,2,3,Gruul,Clan Guildmage,{R}{G},Creature - Human Shaman,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457306&type=card
RNA,163,Uncommon,2,3.5,Simic,Combine Guildmage,{G}{U},Creature - Merfolk Wizard,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457307&type=card
RNA,164,Uncommon,2,3.5,Rakdos,Cult Guildmage,{B}{R},Creature - Human Shaman,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457308&type=card
RNA,165,Rare,3,3.5,NULL,Deputy of Detention,{1}{W}{U},Creature - Vedalken Wizard,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457309&type=card
RNA,166,Mythic,4,3.5,NULL,Domri| Chaos Bringer,{2}{R}{G},Legendary Planeswalker - Domri,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457310&type=card
RNA,167,Mythic,3,4,NULL,Dovin| Grand Arbiter,{1}{W}{U},Legendary Planeswalker - Dovin,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457311&type=card
RNA,168,Uncommon,3,2.5,Azorius,Dovin's Acuity,{1}{W}{U},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457312&type=card
RNA,169,Mythic,7,1,NULL,Emergency Powers,{5}{W}{U},Instant,1,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457313&type=card
RNA,170,Rare,6,5,NULL,Ethereal Absolution,{4}{W}{B},Enchantment,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457314&type=card
RNA,171,Common,2,3,NULL,Final Payment,{W}{B},Instant,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457315&type=card
RNA,172,Uncommon,2,3,NULL,Fireblade Artist,{B}{R},Creature - Human Shaman,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457316&type=card
RNA,173,Common,4,3.5,Gruul,Frenzied Arynx,{2}{R}{G},Creature - Cat Beast,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457317&type=card
RNA,174,Uncommon,4,3,NULL,Frilled Mystic,{G}{G}{U}{U},Creature - Elf Lizard Wizard,0,0,1,0,1,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457318&type=card
RNA,175,Uncommon,5,3,Simic,Galloping Lizrog,{3}{G}{U},Creature - Frog Lizard,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457319&type=card
RNA,176,Common,5,3,NULL,Get the Point,{3}{B}{R},Instant,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457320&type=card
RNA,177,Common,5,3.5,NULL,Grasping Thrull,{3}{W}{B},Creature - Thrull,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457321&type=card
RNA,178,Common,2,2,NULL,Growth Spiral,{G}{U},Instant,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457322&type=card
RNA,179,Rare,3,3.5,NULL,Gruul Spellbreaker,{1}{R}{G},Creature - Ogre Warrior,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457323&type=card
RNA,180,Uncommon,3,3,NULL,Gyre Engineer,{1}{G}{U},Creature - Vedalken Wizard,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457324&type=card
RNA,181,Uncommon,3,3,Rakdos,Hackrobat,{1}{B}{R},Creature - Human Rogue,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457325&type=card
RNA,182,Uncommon,3,1,NULL,High Alert,{1}{W}{U},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457326&type=card
RNA,183,Mythic,2,4.5,NULL,Hydroid Krasis,{X}{G}{U},Creature - Jellyfish Hydra Beast,1,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457327&type=card
RNA,184,Common,2,3,NULL,Imperious Oligarch,{W}{B},Creature - Human Cleric,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457328&type=card
RNA,185,Rare,3,4,NULL,Judith| the Scourge Diva,{1}{B}{R},Legendary Creature - Human Shaman,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457329&type=card
RNA,186,Mythic,3,2.5,NULL,Kaya| Orzhov Usurper,{1}{W}{B},Legendary Planeswalker - Kaya,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457330&type=card
RNA,187,Rare,4,4,NULL,Kaya's Wrath,{W}{W}{B}{B},Sorcery,1,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457331&type=card
RNA,188,Uncommon,7,2,NULL,Knight of the Last Breath,{5}{W}{B},Creature - Giant Knight,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457332&type=card
RNA,189,Rare,2,1,NULL,Lavinia| Azorius Renegade,{W}{U},Legendary Creature - Human Soldier,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457333&type=card
RNA,190,Common,3,3.5,NULL,Lawmage's Binding,{1}{W}{U},Enchantment - Aura,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457334&type=card
RNA,191,Uncommon,4,1.5,NULL,Macabre Mockery,{2}{B}{R},Instant,0,0,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457335&type=card
RNA,192,Uncommon,3,3.5,NULL,Mortify,{1}{W}{B},Instant,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457336&type=card
RNA,193,Rare,5,4,NULL,Nikya of the Old Ways,{3}{R}{G},Legendary Creature - Centaur Druid,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457337&type=card
RNA,194,Uncommon,2,3,Orzhov,Pitiless Pontiff,{W}{B},Creature - Vampire Cleric,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457338&type=card
RNA,195,Mythic,4,3.5,NULL,Prime Speaker Vannifar,{2}{G}{U},Legendary Creature - Elf Ooze Wizard,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457339&type=card
RNA,196,Common,4,1.5,NULL,Rafter Demon,{2}{B}{R},Creature - Demon,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457340&type=card
RNA,197,Uncommon,4,4,NULL,Rakdos Firewheeler,{B}{B}{R}{R},Creature - Human Rogue,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457341&type=card
RNA,198,Common,3,3,NULL,Rakdos Roustabout,{1}{B}{R},Creature - Ogre Warrior,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457342&type=card
RNA,199,Mythic,6,4.5,NULL,Rakdos| the Showstopper,{4}{B}{R},Legendary Creature - Demon,1,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457343&type=card
RNA,200,Mythic,6,4.5,NULL,Ravager Wurm,{3}{R}{G}{G},Creature - Wurm,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457344&type=card
RNA,201,Uncommon,3,3.5,Gruul,Rhythm of the Wild,{1}{R}{G},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457345&type=card
RNA,202,Common,3,3,NULL,Rubblebelt Runner,{1}{R}{G},Creature - Viashino Warrior,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457346&type=card
RNA,203,Common,3,3.5,NULL,Savage Smash,{1}{R}{G},Sorcery,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457347&type=card
RNA,204,Uncommon,2,3.5,Azorius,Senate Guildmage,{W}{U},Creature - Human Wizard,1,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457348&type=card
RNA,205,Mythic,4,4.5,NULL,Seraph of the Scales,{2}{W}{B},Creature - Angel,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457349&type=card
RNA,206,Uncommon,4,4,NULL,Sharktocrab,{2}{G}{U},Creature - Fish Octopus Crab,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457350&type=card
RNA,207,Rare,2,3,NULL,Simic Ascendancy,{G}{U},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457351&type=card
RNA,208,Uncommon,4,3.5,NULL,Sphinx of New Prahv,{W}{W}{U}{U},Creature - Sphinx,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457352&type=card
RNA,209,Common,4,2.5,NULL,Sphinx's Insight,{2}{W}{U},Instant,0,0,0,0,0,1,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457353&type=card
RNA,210,Uncommon,4,3.5,NULL,Sunder Shaman,{R}{R}{G}{G},Creature - Giant Shaman,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457354&type=card
RNA,211,Uncommon,2,3,NULL,Syndicate Guildmage,{W}{B},Creature - Human Cleric,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457355&type=card
RNA,212,Rare,4,1.5,NULL,Teysa Karlov,{2}{W}{B},Legendary Creature - Human Advisor,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457356&type=card
RNA,213,Rare,3,4.5,NULL,Theater of Horrors,{1}{B}{R},Enchantment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457357&type=card
RNA,214,Rare,4,4,NULL,Zegana| Utopian Speaker,{2}{G}{U},Legendary Creature - Merfolk Wizard,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457358&type=card
RNA,215,Uncommon,2,3.5,NULL,Zhur-Taa Goblin,{R}{G},Creature - Goblin Berserker,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457359&type=card
RNA,216,Common,1,2.5,NULL,Footlight Fiend,{B/R},Creature - Devil,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457360&type=card
RNA,217,Common,3,1.5,NULL,Rubble Slinger,{2}{R/G},Creature - Human Warrior,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457361&type=card
RNA,218,Common,6,1.5,NULL,Scuttlegator,{4}{G/U}{G/U},Creature - Crab Turtle Crocodile,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457362&type=card
RNA,219,Common,4,3,NULL,Senate Griffin,{2}{W/U}{W/U},Creature - Griffin,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457363&type=card
RNA,220,Common,3,2,NULL,Vizkopa Vampire,{2}{W/B},Creature - Vampire,0,1,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457364&type=card
RNA,221,Rare,8,3.5,NULL,Bedeck // Bedazzle,{B/R}{B/R}//{4}{B}{R},Instant//Instant,0,1,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457365&type=card
RNA,222,Uncommon,5,3,NULL,Carnival // Carnage,{B/R}//{2}{B}{R},Instant//Sorcery,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457366&type=card
RNA,223,Uncommon,4,3.5,NULL,Collision // Colossus,{1}{R/G}//{R}{G},Instant//Instant,0,1,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457367&type=card
RNA,224,Uncommon,6,3.5,NULL,Consecrate // Consume,{1}{W/B}//{2}{W}{B},Instant//Sorcery,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457368&type=card
RNA,225,Uncommon,6,3.5,NULL,Depose // Deploy,{1}{W/U}//{2}{W}{U},Instant//Instant,0,1,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457369&type=card
RNA,226,Uncommon,4,2.5,NULL,Incubation // Incongruity,{G/U}//{1}{G}{U},Sorcery//Instant,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457370&type=card
RNA,227,Rare,5,3,NULL,Repudiate // Replicate,{G/U}{G/U}//{1}{G}{U},Instant//Sorcery,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457371&type=card
RNA,228,Rare,8,2.5,NULL,Revival // Revenge,{W/B}{W/B}//{4}{W}{B},Sorcery//Sorcery,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457372&type=card
RNA,229,Rare,6,4,NULL,Thrash // Threat,{R/G}{R/G}//{2}{R}{G},Instant//Sorcery,0,1,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457373&type=card
RNA,230,Rare,7,4,NULL,Warrant // Warden,{W/U}{W/U}//{3}{W}{U},Instant//Sorcery,0,0,1,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457374&type=card
RNA,231,Common,3,2,NULL,Azorius Locket,{3},Artifact,0,0,0,0,0,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457375&type=card
RNA,232,Uncommon,8,1,NULL,Gate Colossus,{8},Artifact Creature - Construct,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457376&type=card
RNA,233,Rare,2,2,NULL,Glass of the Guildpact,{2},Artifact,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457377&type=card
RNA,234,Common,3,1.5,NULL,Gruul Locket,{3},Artifact,0,0,0,0,0,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457378&type=card
RNA,235,Uncommon,4,1,NULL,Junktroller,{4},Artifact Creature - Golem,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457379&type=card
RNA,236,Common,3,2,NULL,Orzhov Locket,{3},Artifact,0,0,0,0,0,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457380&type=card
RNA,237,Common,3,1.5,NULL,Rakdos Locket,{3},Artifact,0,0,0,0,0,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457381&type=card
RNA,238,Uncommon,1,1,NULL,Scrabbling Claws,{1},Artifact,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457382&type=card
RNA,239,Uncommon,1,1,NULL,Screaming Shield,{1},Artifact - Equipment,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457383&type=card
RNA,240,Common,3,2,NULL,Simic Locket,{3},Artifact,0,0,0,0,0,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457384&type=card
RNA,241,Uncommon,7,1.5,NULL,Sphinx of the Guildpact,{7},Artifact Creature - Sphinx,0,0,0,1,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457385&type=card
RNA,242,Rare,5,3.5,NULL,Tome of the Guildpact,{5},Artifact,0,0,0,0,0,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457386&type=card
RNA,243,Common,0,3,NULL,Azorius Guildgate,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457387&type=card
RNA,244,Rare,0,3,NULL,Blood Crypt,,Land - Swamp Mountain,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457389&type=card
RNA,245,Rare,0,3,NULL,Breeding Pool,,Land - Forest Island,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457390&type=card
RNA,246,Common,0,3,NULL,Gateway Plaza,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457391&type=card
RNA,247,Rare,0,3,NULL,Godless Shrine,,Land - Plains Swamp,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457392&type=card
RNA,248,Common,0,3,NULL,Gruul Guildgate,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457393&type=card
RNA,249,Rare,0,3,NULL,Hallowed Fountain,,Land - Plains Island,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457395&type=card
RNA,250,Common,0,3,NULL,Orzhov Guildgate,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457396&type=card
RNA,251,Rare,0,3,NULL,Plaza of Harmony,,Land,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457398&type=card
RNA,252,Common,0,3,NULL,Rakdos Guildgate,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457399&type=card
RNA,253,Common,0,3,NULL,Simic Guildgate,,Land - Gate,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457401&type=card
RNA,254,Rare,0,3,NULL,Stomping Ground,,Land - Mountain Forest,0,0,0,0,0,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457403&type=card
